sample_id,time_s,hold_id,u_cmd_v
524,5.2468,5,6.5570234102377345
525,5.2568,5,6.5570234102377345
526,5.2668,5,6.5570234102377345
527,5.2768,5,6.5570234102377345
528,5.2868,5,6.5570234102377345
529,5.2968,5,6.5570234102377345
530,5.3068,5,6.5570234102377345
531,5.316800000000001,5,6.5570234102377345
532,5.3268,5,6.5570234102377345
533,5.3368,5,6.5570234102377345
534,5.3468,5,6.5570234102377345
535,5.3568,5,6.5570234102377345
536,5.371,6,5.76372184354716
537,5.381,6,5.76372184354716
538,5.391,6,5.76372184354716
539,5.401000000000001,6,5.76372184354716
540,5.4110000000000005,6,5.76372184354716
541,5.421,6,5.76372184354716
542,5.431,6,5.76372184354716
543,5.441000000000001,6,5.76372184354716
544,5.4510000000000005,6,5.76372184354716
545,5.461,6,5.76372184354716
546,5.471,6,5.76372184354716
547,5.481000000000001,6,5.76372184354716
548,5.4910000000000005,6,5.76372184354716
549,5.501,6,5.76372184354716
550,5.511,6,5.76372184354716
551,5.521000000000001,6,5.76372184354716
552,5.531000000000001,6,5.76372184354716
553,5.541,6,5.76372184354716
554,5.551,6,5.76372184354716
555,5.561000000000001,6,5.76372184354716
556,5.571000000000001,6,5.76372184354716
557,5.581,6,5.76372184354716
558,5.591,6,5.76372184354716
559,5.601000000000001,6,5.76372184354716
560,5.611000000000001,6,5.76372184354716
561,5.621,6,5.76372184354716
562,5.631,6,5.76372184354716
563,5.641,6,5.76372184354716
564,5.651000000000001,6,5.76372184354716
565,5.6610000000000005,6,5.76372184354716
566,5.671,6,5.76372184354716
567,5.681,6,5.76372184354716
568,5.691000000000001,6,5.76372184354716
569,5.7010000000000005,6,5.76372184354716
570,5.711,6,5.76372184354716
571,5.721,6,5.76372184354716
572,5.731000000000001,6,5.76372184354716
573,5.7410000000000005,6,5.76372184354716
574,5.751,6,5.76372184354716
575,5.761,6,5.76372184354716
576,5.771000000000001,6,5.76372184354716
577,5.781000000000001,6,5.76372184354716
578,5.791,6,5.76372184354716
579,5.801,6,5.76372184354716
580,5.811000000000001,6,5.76372184354716
581,5.821000000000001,6,5.76372184354716
582,5.831,6,5.76372184354716
583,5.841,6,5.76372184354716
584,5.851000000000001,6,5.76372184354716
585,5.861000000000001,6,5.76372184354716
586,5.871,6,5.76372184354716
587,5.881,6,5.76372184354716
588,5.891,6,5.76372184354716
589,5.901000000000001,6,5.76372184354716
590,5.9110000000000005,6,5.76372184354716
591,5.921,6,5.76372184354716
592,5.931000000000001,6,5.76372184354716
593,5.941000000000001,6,5.76372184354716
594,5.9510000000000005,6,5.76372184354716
595,5.961,6,5.76372184354716
596,5.971,6,5.76372184354716
597,5.981000000000001,6,5.76372184354716
598,5.9910000000000005,6,5.76372184354716
599,6.001,6,5.76372184354716
600,6.011,6,5.76372184354716
601,6.021000000000001,6,5.76372184354716
602,6.031000000000001,6,5.76372184354716
603,6.041,6,5.76372184354716
604,6.051,6,5.76372184354716
605,6.061,6,5.76372184354716
606,6.071000000000001,6,5.76372184354716
607,6.081,6,5.76372184354716
608,6.091,6,5.76372184354716
609,6.101000000000001,6,5.76372184354716
610,6.111000000000001,6,5.76372184354716
611,6.121,6,5.76372184354716
612,6.131,6,5.76372184354716
613,6.141,6,5.76372184354716
614,6.151000000000001,6,5.76372184354716
615,6.1610000000000005,6,5.76372184354716
616,6.171,6,5.76372184354716
617,6.181000000000001,6,5.76372184354716
618,6.191000000000001,6,5.76372184354716
619,6.2010000000000005,6,5.76372184354716
620,6.211,6,5.76372184354716
621,6.221,6,5.76372184354716
622,6.231000000000001,6,5.76372184354716
623,6.2410000000000005,6,5.76372184354716
624,6.251,6,5.76372184354716
625,6.261,6,5.76372184354716
626,6.271000000000001,6,5.76372184354716
627,6.281000000000001,6,5.76372184354716
628,6.291,6,5.76372184354716
629,6.301,6,5.76372184354716
630,6.311,6,5.76372184354716
631,6.321000000000001,6,5.76372184354716
632,6.331,6,5.76372184354716
633,6.341,6,5.76372184354716
634,6.351000000000001,6,5.76372184354716
635,6.361000000000001,6,5.76372184354716
636,6.371,6,5.76372184354716
637,6.381,6,5.76372184354716
638,6.391,6,5.76372184354716
639,6.401000000000001,6,5.76372184354716
640,6.4110000000000005,6,5.76372184354716
641,6.421,6,5.76372184354716
642,6.431000000000001,6,5.76372184354716
643,6.4452,7,6.43011221688988
644,6.4552,7,6.43011221688988
645,6.465199999999999,7,6.43011221688988
646,6.4752,7,6.43011221688988
647,6.4852,7,6.43011221688988
648,6.4952,7,6.43011221688988
649,6.505199999999999,7,6.43011221688988
650,6.5152,7,6.43011221688988
651,6.5252,7,6.43011221688988
652,6.5352,7,6.43011221688988
653,6.5451999999999995,7,6.43011221688988
654,6.5552,7,6.43011221688988
655,6.5652,7,6.43011221688988
656,6.5752,7,6.43011221688988
657,6.5851999999999995,7,6.43011221688988
658,6.5952,7,6.43011221688988
659,6.6052,7,6.43011221688988
660,6.6152,7,6.43011221688988
661,6.6251999999999995,7,6.43011221688988
662,6.6352,7,6.43011221688988
663,6.6452,7,6.43011221688988
664,6.6552,7,6.43011221688988
665,6.6652,7,6.43011221688988
666,6.6752,7,6.43011221688988
667,6.6852,7,6.43011221688988
668,6.6952,7,6.43011221688988
669,6.7052,7,6.43011221688988
670,6.715199999999999,7,6.43011221688988
671,6.7252,7,6.43011221688988
672,6.7352,7,6.43011221688988
673,6.7452,7,6.43011221688988
674,6.755199999999999,7,6.43011221688988
675,6.7652,7,6.43011221688988
676,6.7752,7,6.43011221688988
677,6.7852,7,6.43011221688988
678,6.7951999999999995,7,6.43011221688988
679,6.8052,7,6.43011221688988
680,6.8152,7,6.43011221688988
681,6.8252,7,6.43011221688988
682,6.8351999999999995,7,6.43011221688988
683,6.8452,7,6.43011221688988
684,6.8552,7,6.43011221688988
685,6.8652,7,6.43011221688988
686,6.8751999999999995,7,6.43011221688988
687,6.8852,7,6.43011221688988
688,6.8952,7,6.43011221688988
689,6.9052,7,6.43011221688988
690,6.9152,7,6.43011221688988
691,6.9252,7,6.43011221688988
692,6.9352,7,6.43011221688988
693,6.9452,7,6.43011221688988
694,6.9552,7,6.43011221688988
695,6.965199999999999,7,6.43011221688988
696,6.9752,7,6.43011221688988
697,6.9852,7,6.43011221688988
698,6.9952,7,6.43011221688988
699,7.0052,7,6.43011221688988
700,7.0152,7,6.43011221688988
701,7.0252,7,6.43011221688988
702,7.0352,7,6.43011221688988
703,7.0451999999999995,7,6.43011221688988
704,7.0552,7,6.43011221688988
705,7.0652,7,6.43011221688988
706,7.0752,7,6.43011221688988
707,7.0851999999999995,7,6.43011221688988
708,7.0952,7,6.43011221688988
709,7.1052,7,6.43011221688988
710,7.1152,7,6.43011221688988
711,7.1251999999999995,7,6.43011221688988
712,7.135199999999999,7,6.43011221688988
713,7.1452,7,6.43011221688988
714,7.1552,7,6.43011221688988
715,7.1652,7,6.43011221688988
716,7.1752,7,6.43011221688988
717,7.1852,7,6.43011221688988
718,7.1952,7,6.43011221688988
719,7.2052,7,6.43011221688988
720,7.215199999999999,7,6.43011221688988
721,7.2252,7,6.43011221688988
722,7.2352,7,6.43011221688988
723,7.2452,7,6.43011221688988
724,7.2552,7,6.43011221688988
725,7.2652,7,6.43011221688988
726,7.2752,7,6.43011221688988
727,7.2852,7,6.43011221688988
728,7.2951999999999995,7,6.43011221688988
729,7.3052,7,6.43011221688988
730,7.3152,7,6.43011221688988
731,7.3252,7,6.43011221688988
732,7.3351999999999995,7,6.43011221688988
733,7.3452,7,6.43011221688988
734,7.3552,7,6.43011221688988
735,7.3652,7,6.43011221688988
736,7.3751999999999995,7,6.43011221688988
737,7.385199999999999,7,6.43011221688988
738,7.3952,7,6.43011221688988
739,7.4052,7,6.43011221688988
740,7.4152,7,6.43011221688988
741,7.4252,7,6.43011221688988
742,7.4352,7,6.43011221688988
743,7.4452,7,6.43011221688988
744,7.4552,7,6.43011221688988
745,7.465199999999999,7,6.43011221688988
746,7.4752,7,6.43011221688988
747,7.4852,7,6.43011221688988
748,7.4952,7,6.43011221688988
749,7.5052,7,6.43011221688988
750,7.5194,8,7.088191522914801
751,7.5294,8,7.088191522914801
752,7.5394,8,7.088191522914801
753,7.5494,8,7.088191522914801
754,7.5594,8,7.088191522914801
755,7.5694,8,7.088191522914801
756,7.5794,8,7.088191522914801
757,7.5894,8,7.088191522914801
758,7.5994,8,7.088191522914801
759,7.6094,8,7.088191522914801
760,7.6194,8,7.088191522914801
761,7.6294,8,7.088191522914801
762,7.6394,8,7.088191522914801
763,7.6494,8,7.088191522914801
764,7.6594,8,7.088191522914801
765,7.6694,8,7.088191522914801
766,7.6794,8,7.088191522914801
767,7.6894,8,7.088191522914801
768,7.6994,8,7.088191522914801
769,7.7094000000000005,8,7.088191522914801
770,7.7194,8,7.088191522914801
771,7.7294,8,7.088191522914801
772,7.7394,8,7.088191522914801
773,7.7494000000000005,8,7.088191522914801
774,7.7594,8,7.088191522914801
775,7.7694,8,7.088191522914801
776,7.7794,8,7.088191522914801
777,7.7894000000000005,8,7.088191522914801
778,7.7994,8,7.088191522914801
779,7.8094,8,7.088191522914801
780,7.8194,8,7.088191522914801
781,7.8294,8,7.088191522914801
782,7.8394,8,7.088191522914801
783,7.8494,8,7.088191522914801
784,7.8594,8,7.088191522914801
785,7.8694,8,7.088191522914801
786,7.8794,8,7.088191522914801
787,7.8894,8,7.088191522914801
788,7.8994,8,7.088191522914801
789,7.9094,8,7.088191522914801
790,7.9194,8,7.088191522914801
