branch,voltage_bin,voltage_bin_lower_v,voltage_bin_upper_v,voltage_bin_center_v,n_holds,n_unique_voltage_values,u_min_v,u_median_v,u_max_v,s_terminal_mean_mm,s_terminal_median_mm,s_terminal_sd_mm,s_terminal_mad_mm,s_terminal_p95_abs_dev_mm,p_terminal_mean_bar,p_terminal_median_bar,p_terminal_sd_bar,p_terminal_mad_bar,p_terminal_p95_abs_dev_bar,mean_terminal_s_sd_mm,mean_terminal_p_sd_bar,mean_terminal_slope_mm_s,mean_terminal_p_slope_bar_s,branch_s_span_mm,branch_p_span_bar,s_repeatability_sd_pct_branch_span,p_repeatability_sd_pct_branch_span,s_repeatability_p95_pct_branch_span,p_repeatability_p95_pct_branch_span,sufficient_repeats,repeatability_assessment
down,"[1.90, 2.00)",1.9000000000000001,2,1.9500000000000002,8,8,1.907,1.95,1.998,5.21,5.3100000000000005,0.34887574537976374,0.31134600000000057,0.5630000000000004,0.81,0.81,0.02390457218668784,0.029651999999999942,0.030000000000000027,0.34887574537976374,0.02390457218668784,-0.07180451127819412,0.012593984962406112,24.42,3.48,1.4286476059777384,0.6869129938703402,2.305487305487307,0.8620689655172421,TRUE,likely_sufficient
down,"[2.00, 2.10)",2,2.1,2.05,10,10,2.013,2.0365,2.092,5.11,5.13,0.44703964527147305,0.34099799999999997,0.8520000000000001,0.872,0.86,0.019321835661585934,0,0.041999999999999996,0.44703964527147305,0.019321835661585934,-0.06857142857142802,5.188613682584672e-16,24.42,3.48,1.8306291780158601,0.555225162689251,3.4889434889434887,1.2068965517241377,TRUE,likely_sufficient
down,"[2.10, 2.20)",2.1,2.2,2.1500000000000004,10,10,2.103,2.1500000000000004,2.191,5.5600000000000005,5.71,0.4306068069854705,0.31134600000000057,0.7649999999999997,0.9359999999999999,0.94,0.015776212754932285,0,0.030999999999999944,0.4306068069854705,0.015776212754932285,-0.02857142857142542,0.001654135338346166,24.42,3.48,1.7633366379421394,0.45333944698081274,3.1326781326781314,0.8908045977011478,TRUE,likely_sufficient
down,"[2.20, 2.30)",2.2,2.3000000000000003,2.25,5,5,2.208,2.244,2.299,6.266,6.12,0.2930528962491243,0.1334340000000011,0.5479999999999996,0.988,0.98,0.02280350850198278,0.029652000000000026,0.03600000000000003,0.2930528962491243,0.02280350850198278,-0.12932330827068067,9.15362142501705e-16,24.42,3.48,1.2000528101929742,0.6552732328155971,2.2440622440622424,1.0344827586206906,TRUE,likely_sufficient
down,"[2.30, 2.40)",2.3000000000000003,2.4000000000000004,2.3500000000000005,10,9,2.3,2.3255,2.392,6.233,6.195,0.33326832699459724,0.33358500000000013,0.5105000000000003,1.042,1.04,0.023944379994757316,0.029652000000000026,0.040000000000000036,0.33326832699459724,0.023944379994757316,-0.0927819548872176,9.652576509279322e-16,24.42,3.48,1.3647351637780394,0.6880568964010723,2.0904995904995913,1.1494252873563229,TRUE,likely_sufficient
down,"[2.40, 2.50)",2.4000000000000004,2.5000000000000004,2.45,11,11,2.413,2.458,2.487,6.867272727272727,6.94,0.39633548690701187,0.2816939999999992,0.7199999999999998,1.1090909090909091,1.12,0.01868397465987653,0.029651999999999696,0.040000000000000036,0.39633548690701187,0.01868397465987653,-0.12002734107997287,0.013123718386876761,24.42,3.48,1.6229954418796555,0.5368958235596704,2.948402948402947,1.1494252873563229,TRUE,likely_sufficient
down,"[2.50, 2.60)",2.5,2.6,2.55,8,7,2.503,2.5220000000000002,2.563,6.7575,6.68,0.4361438163856373,0.400302,0.7489999999999999,1.1624999999999999,1.16,0.007071067811865481,0,0.013000000000000001,0.4361438163856373,0.007071067811865481,-0.07218045112782244,0.004511278195489431,24.42,3.48,1.7860107141098989,0.20319160378923798,3.0671580671580667,0.3735632183908046,TRUE,likely_sufficient
down,"[2.60, 2.70)",2.6,2.7,2.6500000000000004,16,14,2.608,2.6455,2.694,7.156875,7,0.4503586533715842,0.39288900000000015,0.825,1.2375,1.24,0.017701224063135686,0.029652000000000026,0.025000000000000022,0.4503586533715842,0.017701224063135686,-0.0634398496240632,6.853882774163103e-16,24.42,3.48,1.844220529777167,0.5086558638832094,3.378378378378378,0.7183908045977018,TRUE,likely_sufficient
down,"[2.70, 2.80)",2.7,2.8000000000000003,2.75,7,7,2.712,2.751,2.791,8.051428571428572,8.14,0.36384193323605857,0.2075639999999982,0.5820000000000006,1.2942857142857143,1.3,0.02225394561056749,0.029652000000000026,0.034000000000000016,0.36384193323605857,0.02225394561056749,-0.1091299677765898,8.901672683970012e-16,24.42,3.48,1.4899342065358663,0.6394811957059624,2.3832923832923854,0.977011494252874,TRUE,likely_sufficient
down,"[2.80, 2.90)",2.8000000000000003,2.9000000000000004,2.8500000000000005,11,10,2.801,2.853,2.88,7.929090909090909,7.9,0.4553999241426056,0.5337360000000004,0.73,1.3472727272727274,1.36,0.020538212722098804,0.029651999999999696,0.040000000000000036,0.4553999241426056,0.020538212722098804,-0.0426520847573467,3.3854655319698526e-17,24.42,3.48,1.864864554228524,0.5901785264970921,2.989352989352989,1.1494252873563229,TRUE,likely_sufficient
down,"[2.90, 3.00)",2.9000000000000004,3.0000000000000004,2.95,5,5,2.955,2.968,2.999,8.356,8.46,0.48112368472150713,0.5040839999999998,0.6720000000000006,1.424,1.42,0.008944271909999166,0,0.01600000000000001,0.48112368472150713,0.008944271909999166,-0.04571428571428795,0.015338345864661611,24.42,3.48,1.9702034591380306,0.2570193077585967,2.751842751842754,0.459770114942529,TRUE,likely_sufficient
down,"[3.00, 3.10)",3,3.1,3.05,13,12,3.002,3.067,3.093,8.78,8.78,0.49030602688525043,0.38547599999999965,0.856,1.4776923076923076,1.48,0.019215378456610473,0.029652000000000026,0.027999999999999997,0.49030602688525043,0.019215378456610473,-0.08432620011566835,0.011567379988432866,24.42,3.48,2.0078051879002885,0.5521660476037492,3.505323505323505,0.8045977011494252,TRUE,likely_sufficient
down,"[3.10, 3.20)",3.1,3.2,3.1500000000000004,8,7,3.121,3.138,3.159,8.875,8.85,0.5814022458062674,0.6819959999999999,0.8440000000000001,1.53,1.53,0.010690449676496985,0.014826000000000013,0.010000000000000009,0.5814022458062674,0.010690449676496985,-0.07650375939850261,-3.3076592229421414e-16,24.42,3.48,2.3808445774212426,0.3071968297843961,3.456183456183456,0.2873563218390807,TRUE,likely_sufficient
down,"[3.20, 3.30)",3.2,3.3000000000000003,3.25,14,14,3.212,3.2435,3.285,9.695714285714287,9.67,0.5334317674730766,0.5189099999999994,0.9925000000000002,1.592857142857143,1.6,0.014898926873369854,0,0.027000000000000017,0.5334317674730766,0.014898926873369854,-0.09452201933404171,5.497009311517731e-16,24.42,3.48,2.184405272207521,0.42813008256809926,4.0642915642915645,0.7758620689655177,TRUE,likely_sufficient
down,"[3.30, 3.40)",3.3000000000000003,3.4000000000000004,3.3500000000000005,8,8,3.32,3.363,3.392,10.245,10.34,0.380037592125531,0.44477999999999973,0.6430000000000002,1.6624999999999999,1.66,0.01669045920792562,0.029652000000000026,0.020000000000000018,0.380037592125531,0.01669045920792562,-0.10300751879699255,4.995308417071811e-16,24.42,3.48,1.5562554960095454,0.47961089677947183,2.633087633087634,0.5747126436781614,TRUE,likely_sufficient
down,"[3.40, 3.50)",3.4000000000000004,3.5000000000000004,3.45,10,9,3.402,3.4615,3.489,10.538,10.58,0.33591665633010803,0.41512799999999905,0.5539999999999997,1.712,1.72,0.02347575581554537,0.014826000000000013,0.040000000000000036,0.33591665633010803,0.02347575581554537,-0.05037593984962406,0.016240601503758643,24.42,3.48,1.3755800832518756,0.674590684354752,2.2686322686322673,1.1494252873563229,TRUE,likely_sufficient
down,"[3.50, 3.60)",3.5,3.6,3.55,13,13,3.513,3.557,3.594,11.005384615384616,11,0.4763159907843981,0.5337359999999991,0.7519999999999993,1.78,1.78,0.018257418583505554,0.029652000000000026,0.027999999999999997,0.4763159907843981,0.018257418583505554,-0.05390399074609646,1.3410186755963616e-15,24.42,3.48,1.950515932778043,0.5246384650432631,3.0794430794430765,0.8045977011494252,TRUE,likely_sufficient
down,"[3.60, 3.70)",3.6,3.7,3.6500000000000004,3,3,3.634,3.636,3.673,10.976666666666667,10.92,0.5870547958524258,0.7413,0.6529999999999999,1.8333333333333335,1.82,0.023094010767585053,0,0.036000000000000025,0.5870547958524258,0.023094010767585053,-0.08621553884712269,-6.388599414714918e-16,24.42,3.48,2.4039917930074766,0.663620999068536,2.674037674037674,1.0344827586206904,TRUE,likely_sufficient
down,"[3.70, 3.80)",3.7,3.8000000000000003,3.75,9,9,3.707,3.76,3.795,11.866666666666667,11.8,0.2917190429162965,0.20756400000000083,0.5679999999999996,1.9,1.9,0.019999999999999962,0.029652000000000026,0.03199999999999989,0.2917190429162965,0.019999999999999962,-0.06131996658312109,-1.7779090329640092e-16,24.42,3.48,1.1945906753329094,0.5747126436781599,2.3259623259623243,0.9195402298850543,TRUE,likely_sufficient
down,"[3.80, 3.90)",3.8000000000000003,3.9000000000000004,3.8500000000000005,4,4,3.812,3.847,3.894,12.52,12.629999999999999,0.2988868236194653,0.10378200000000173,0.48399999999999915,1.955,1.95,0.01914854215512678,0.014826000000000013,0.027000000000000017,0.2988868236194653,0.01914854215512678,-0.0458646616541311,0.010526315789476036,24.42,3.48,1.2239427666644769,0.550245464227781,1.9819819819819784,0.7758620689655177,TRUE,likely_sufficient
down,"[3.90, 4.00)",3.9000000000000004,4,3.95,8,6,3.911,3.955,3.982,12.605,12.530000000000001,0.6947764285828111,0.4596059999999994,1.186,2.0175,2.02,0.01669045920792562,0.029652000000000026,0.020000000000000018,0.6947764285828111,0.01669045920792562,-0.07819548872180104,-4.0894326182582492e-16,24.42,3.48,2.8451123201589317,0.47961089677947183,4.856674856674856,0.5747126436781614,TRUE,likely_sufficient
down,"[4.00, 4.10)",4,4.1,4.05,4,4,4.033,4.0725,4.093,13.605,13.649999999999999,0.36528527664461585,0.29652000000000156,0.5029999999999997,2.085,2.09,0.01914854215512678,0.014826000000000342,0.026999999999999864,0.36528527664461585,0.01914854215512678,-0.10939849624059525,-1.139590322453866e-15,24.42,3.48,1.4958447037044056,0.550245464227781,2.0597870597870584,0.7758620689655134,TRUE,likely_sufficient
down,"[4.10, 4.20)",4.1000000000000005,4.2,4.15,7,7,4.1,4.178,4.189,13.994285714285715,14,0.2634930196961041,0.26686799999999955,0.40000000000000036,2.145714285714286,2.16,0.02225394561056749,0,0.048000000000000015,0.2634930196961041,0.02225394561056749,-0.07883995703544837,2.6038258067879646e-15,24.42,3.48,1.079004994660541,0.6394811957059624,1.6380016380016393,1.3793103448275867,TRUE,likely_sufficient
down,"[4.20, 4.30)",4.2,4.3,4.25,10,10,4.206,4.2255,4.299,14.129,14.129999999999999,0.3427486931655125,0.38547599999999965,0.5429999999999998,2.188,2.18,0.013984117975602034,0,0.031000000000000007,0.3427486931655125,0.013984117975602034,-0.04315789473684367,0.00721804511278052,24.42,3.48,1.4035573020700756,0.4018424705632769,2.2235872235872227,0.8908045977011496,TRUE,likely_sufficient
down,"[4.30, 4.40)",4.3,4.3999999999999995,4.35,2,2,4.345,4.354,4.363,15.19,15.19,0.24041630560342606,0.2520419999999999,0.16999999999999993,2.26,2.26,0,0,0,0.24041630560342606,0,-1.0154812997703822e-15,5.435795509933227e-16,24.42,3.48,0.9845057559517855,0,0.6961506961506958,0,FALSE,insufficient_repeats
down,"[4.40, 4.50)",4.4,4.5,4.45,6,6,4.416,4.4395,4.456,14.84,15.08,0.7424284477308234,0.5189099999999994,1.3150000000000004,2.3033333333333332,2.3,0.008164965809277268,0,0.015000000000000013,0.7424284477308234,0.008164965809277268,-0.04160401002506499,0.013533834586465104,24.42,3.48,3.0402475337052555,0.23462545428957668,5.384930384930386,0.43103448275862105,TRUE,possibly_sufficient
down,"[4.50, 4.60)",4.5,4.6,4.55,10,9,4.508,4.5275,4.589,15.786,15.809999999999999,0.6088276530440376,0.7709520000000006,0.9429999999999994,2.37,2.36,0.021602468994692887,0,0.040000000000000036,0.6088276530440376,0.021602468994692887,-0.05353383458645217,-9.290659508873333e-16,24.42,3.48,2.493151732367066,0.6207606032957727,3.8615888615888587,1.1494252873563229,TRUE,likely_sufficient
down,"[4.60, 4.70)",4.6000000000000005,4.7,4.65,10,10,4.601,4.609999999999999,4.691,16.198,16.34,0.4021553044395769,0.4447799999999984,0.6590000000000001,2.4299999999999997,2.42,0.019436506316151018,0.014826000000000013,0.040000000000000036,0.4021553044395769,0.019436506316151018,-0.0392481203007579,1.889595253097748e-15,24.42,3.48,1.6468276185076858,0.5585202964411212,2.6986076986076992,1.1494252873563229,TRUE,likely_sufficient
down,"[4.70, 4.80)",4.7,4.8,4.75,10,10,4.701,4.7435,4.794,16.729,16.8,0.6082844729236481,0.6523440000000018,1.0240000000000005,2.492,2.49,0.019321835661585934,0.014826000000000342,0.030000000000000047,0.6082844729236481,0.019321835661585934,-0.07398496240601403,-0.004661654135336233,24.42,3.48,2.490927407549746,0.555225162689251,4.193284193284195,0.8620689655172428,TRUE,likely_sufficient
down,"[4.80, 4.90)",4.800000000000001,4.9,4.8500000000000005,5,5,4.808,4.821,4.878,17.372,17.52,0.5852520824396963,0.1482600000000021,0.9920000000000008,2.556,2.54,0.021908902300206666,0,0.040000000000000036,0.5852520824396963,0.021908902300206666,-0.02827067669173228,0.003909774436089289,24.42,3.48,2.3966096742002305,0.6295661580519156,4.062244062244065,1.1494252873563229,TRUE,likely_sufficient
down,"[4.90, 5.00)",4.9,5,4.95,7,7,4.907,4.958,4.994,17.862857142857145,17.66,0.59904686198756,0.3854760000000023,1.1179999999999999,2.6171428571428574,2.62,0.024299715851758257,0.029652000000000026,0.034000000000000016,0.59904686198756,0.024299715851758257,-0.05284640171858552,0.014393125671323247,24.42,3.48,2.453099352938411,0.6982676968896051,4.578214578214578,0.977011494252874,TRUE,likely_sufficient
down,"[5.00, 5.10)",5,5.1,5.05,3,3,5.013,5.053,5.09,18.18,18.18,0,0,0,2.68,2.68,0.020000000000000018,0.029652000000000026,0.020000000000000018,0,0.020000000000000018,-0.03308270676694622,-1.4650161985331814e-15,24.42,3.48,0,0.5747126436781614,0,0.5747126436781614,TRUE,likely_sufficient
down,"[5.10, 5.20)",5.1000000000000005,5.2,5.15,9,7,5.124,5.136,5.197,19.06888888888889,19.1,0.7825031061351203,0.8599080000000027,1.2359999999999998,2.7377777777777776,2.74,0.018559214542766555,0.029651999999999366,0.020000000000000018,0.7825031061351203,0.018559214542766555,-0.03091060985797805,3.787125570577358e-16,24.42,3.48,3.2043534239767415,0.5333107627231769,5.06142506142506,0.5747126436781614,TRUE,possibly_sufficient
down,"[5.20, 5.30)",5.2,5.3,5.25,2,2,5.245,5.248,5.251,20.37,20.37,0.3535533905932738,0.37065,0.25,2.79,2.79,0.014142135623730963,0.014826000000000013,0.010000000000000208,0.3535533905932738,0.014142135623730963,-0.014285714285709133,-0.006015037593979712,24.42,3.48,1.4478025822820384,0.40638320757847596,1.0237510237510237,0.28735632183908644,FALSE,insufficient_repeats
down,"[5.30, 5.40)",5.300000000000001,5.4,5.3500000000000005,5,4,5.32,5.335,5.382,20.088,20.2,0.3827793097856778,0.14825999999999684,0.6559999999999988,2.852,2.84,0.017888543819998333,0,0.03600000000000003,0.3827793097856778,0.017888543819998333,-0.015338345864669714,-8.067283839391796e-16,24.42,3.48,1.5674828410551915,0.5140386155171934,2.6863226863226815,1.0344827586206906,TRUE,likely_sufficient
down,"[5.40, 5.50)",5.4,5.5,5.45,4,4,5.404,5.4405,5.463,20.675,20.72,0.3552933060632203,0.3706500000000026,0.4329999999999978,2.905,2.91,0.01914854215512678,0.014826000000000013,0.02700000000000024,0.3552933060632203,0.01914854215512678,-0.004135338345869556,1.932624854639582e-15,24.42,3.48,1.4549275432564301,0.550245464227781,1.7731367731367638,0.775862068965524,TRUE,likely_sufficient
down,"[5.50, 5.60)",5.5,5.6,5.55,1,1,5.598,5.598,5.598,20.48,20.48,NA,NA,0,3.02,3.02,NA,NA,0,NA,NA,-1.4862852073811393e-14,-9.334593163592112e-16,24.42,3.48,NA,NA,0,0,FALSE,insufficient_repeats
down,"[5.60, 5.70)",5.6000000000000005,5.7,5.65,5,5,5.603,5.66,5.689,21.32,21.38,0.5907622195096766,0.5040839999999998,0.8679999999999984,3.036,3.04,0.016733200530681527,0.029652000000000026,0.020000000000000018,0.5907622195096766,0.016733200530681527,-0.014736842105262406,-8.24688327650898e-16,24.42,3.48,2.4191737080658333,0.4808390957092393,3.5544635544635477,0.5747126436781614,TRUE,likely_sufficient
down,"[5.70, 5.80)",5.7,5.8,5.75,7,7,5.712,5.723,5.773,21.747142857142858,22.14,0.9753753856116845,0.6523439999999966,1.8779999999999992,3.0942857142857143,3.08,0.019023794624226854,0,0.040000000000000036,0.9753753856116845,0.019023794624226854,-0.028786251342634742,1.2028969633173676e-15,24.42,3.48,3.9941661982460457,0.5466607650639901,7.690417690417687,1.1494252873563229,TRUE,possibly_sufficient
down,"[5.80, 5.90)",5.800000000000001,5.9,5.8500000000000005,4,4,5.807,5.846,5.895,22.055,22.060000000000002,0.12151817422372069,0.14825999999999948,0.11700000000000105,3.1550000000000002,3.1500000000000004,0.01914854215512678,0.014826000000000342,0.026999999999999864,0.12151817422372069,0.01914854215512678,-0.0075187969924746245,1.4289919009934625e-16,24.42,3.48,0.4976174210635573,0.550245464227781,0.47911547911548336,0.7758620689655134,TRUE,likely_sufficient
down,"[5.90, 6.00)",5.9,6,5.95,4,4,5.902,5.9455,5.974,22.695,22.75,0.23741665204165244,0.1334340000000024,0.35700000000000065,3.21,3.21,0.025819888974716137,0.029652000000000026,0.03000000000000018,0.23741665204165244,0.025819888974716137,7.81275516860276e-15,-0.010526315789472763,24.42,3.48,0.972222162332729,0.7419508326067856,1.4619164619164646,0.8620689655172464,TRUE,likely_sufficient
down,"[6.00, 6.10)",6,6.1,6.05,3,3,6.024,6.049,6.085,23.886666666666667,23.88,0.13012814197295328,0.17791199999999618,0.13800000000000026,3.28,3.28,0.020000000000000018,0.029652000000000026,0.020000000000000018,0.13012814197295328,0.020000000000000018,-1.3243952494618614e-14,7.460110407496201e-16,24.42,3.48,0.5328752742545179,0.5747126436781614,0.5651105651105661,0.5747126436781614,TRUE,likely_sufficient
down,"[6.10, 6.20)",6.1000000000000005,6.2,6.15,2,2,6.1,6.109,6.118,23.89,23.89,0.7495331880577419,0.7857780000000016,0.5300000000000011,3.3099999999999996,3.3099999999999996,0.014142135623730963,0.014826000000000013,0.010000000000000208,0.7495331880577419,0.014142135623730963,1.3667775998207165e-14,1.6901053276611434e-15,24.42,3.48,3.0693414744379273,0.40638320757847596,2.170352170352175,0.28735632183908644,FALSE,insufficient_repeats
down,"[6.20, 6.30)",6.2,6.3,6.25,3,3,6.245,6.255,6.291,24.633333333333333,24.38,0.4562163229580172,0.029651999999999366,0.704000000000001,3.4066666666666667,3.4,0.011547005383792526,0,0.018000000000000013,0.4562163229580172,0.011547005383792526,7.950966465304764e-15,1.818585753666652e-15,24.42,3.48,1.8682077107207908,0.331810499534268,2.8828828828828863,0.5172413793103452,TRUE,likely_sufficient
down,"[6.30, 6.40)",6.300000000000001,6.4,6.3500000000000005,1,1,6.386,6.386,6.386,25.3,25.3,NA,NA,0,3.48,3.48,NA,NA,0,NA,NA,-1.841525239804832e-14,-5.084367378921277e-15,24.42,3.48,NA,NA,0,0,FALSE,insufficient_repeats
down,"[6.50, 6.60)",6.5,6.6,6.55,1,1,6.548,6.548,6.548,24.5,24.5,NA,NA,0,3.58,3.58,NA,NA,0,NA,NA,2.182394546539952e-14,-2.5013092287083402e-15,24.42,3.48,NA,NA,0,0,FALSE,insufficient_repeats
down,"[6.60, 6.70)",6.6000000000000005,6.7,6.65,1,1,6.695,6.695,6.695,26.1,26.1,NA,NA,0,3.68,3.68,NA,NA,0,NA,NA,-3.835322923977905e-14,0.14436090225564546,24.42,3.48,NA,NA,0,0,FALSE,insufficient_repeats
down,"[6.70, 6.80)",6.7,6.8,6.75,1,1,6.741,6.741,6.741,26.68,26.68,NA,NA,0,3.7,3.7,NA,NA,0,NA,NA,-4.6692950875443975e-14,-5.492005754967949e-15,24.42,3.48,NA,NA,0,0,FALSE,insufficient_repeats
up,"[1.60, 1.70)",1.6,1.7000000000000002,1.6500000000000001,1,1,1.656,1.656,1.656,3.82,3.82,NA,NA,0,0.64,0.64,NA,NA,0,NA,NA,3.906031595634824e-15,-0.031578947368421664,24.54,3.32,NA,NA,0,0,FALSE,insufficient_repeats
up,"[1.70, 1.80)",1.7000000000000002,1.8000000000000003,1.7500000000000002,2,2,1.724,1.736,1.748,3.8200000000000003,3.8200000000000003,0.16970562748477125,0.17791199999999982,0.12000000000000009,0.68,0.68,0,0,0,0.16970562748477125,0,-4.8259879705110065e-15,4.418765013928366e-16,24.54,3.32,0.6915469742655715,0,0.4889975550122253,0,FALSE,insufficient_repeats
up,"[1.80, 1.90)",1.8,1.9000000000000001,1.85,2,2,1.852,1.8585,1.865,4.39,4.39,0.3535533905932738,0.37065,0.25,0.75,0.75,0.014142135623730963,0.014826000000000013,0.010000000000000009,0.3535533905932738,0.014142135623730963,0.03759398496240519,-4.259590522933156e-16,24.54,3.32,1.4407228630532753,0.4259679404738242,1.0187449062754688,0.30120481927710874,FALSE,insufficient_repeats
up,"[1.90, 2.00)",1.9000000000000001,2,1.9500000000000002,1,1,1.996,1.996,1.996,4.82,4.82,NA,NA,0,0.84,0.84,NA,NA,0,NA,NA,0.07669172932331407,7.454086006919028e-16,24.54,3.32,NA,NA,0,0,FALSE,insufficient_repeats
up,"[2.00, 2.10)",2,2.1,2.05,5,4,2.001,2.038,2.071,4.816,4.74,0.1532318504750236,0.1186080000000001,0.2519999999999998,0.864,0.86,0.016733200530681527,0.029652000000000026,0.020000000000000018,0.1532318504750236,0.016733200530681527,9.353467328315883e-16,6.547998209829086e-16,24.54,3.32,0.6244166686023782,0.5040120641771545,1.0268948655256716,0.6024096385542175,TRUE,likely_sufficient
up,"[2.10, 2.20)",2.1,2.2,2.1500000000000004,3,3,2.145,2.17,2.19,5.16,5.22,0.25534290669607407,0.2372160000000002,0.32199999999999984,0.94,0.94,0.019999999999999962,0.02965199999999986,0.020000000000000004,0.25534290669607407,0.019999999999999962,-1.5287611980604064e-15,7.408925795717318e-16,24.54,3.32,1.0405171422007908,0.6024096385542158,1.3121434392828029,0.602409638554217,TRUE,likely_sufficient
